total,untranslated,needReview,translated,approved,rejected,translatedOnly,fuzzy,unit,locale,lastTranslated,project,version/iteration
6911,6911,0,0,0,0,0,0,WORD,vi,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,zu,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,zu,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,ilo,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,ilo,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,nso,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,nso,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,tw,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,tw,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,yo,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,yo,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,anp,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,anp,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,ga,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,ga,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,my,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,my,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,fur,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,fur,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,fil,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,fil,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,gd,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,gd,,setroubleshoot,master
390,390,0,0,0,0,0,0,MESSAGE,kdt,,setroubleshoot,master
6911,6911,0,0,0,0,0,0,WORD,kdt,,setroubleshoot,master
226,226,0,0,0,0,0,0,MESSAGE,sq,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,sq,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ar,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ar,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,as,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,as,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ast,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ast,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,bal,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,bal,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,eu,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,eu,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,bn,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,bn,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,bn-IN,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,bn-IN,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,brx,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,brx,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,bs,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,bs,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,br,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,br,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,bg,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,bg,,asknot-ng,0.1
226,0,0,226,0,0,226,0,MESSAGE,ca,22/10/16 07:19 by rbuj,asknot-ng,0.1
967,0,0,967,0,0,967,0,WORD,ca,22/10/16 07:19 by rbuj,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,zh-CN,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,zh-CN,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,zh-HK,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,zh-HK,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,zh-TW,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,zh-TW,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kw,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kw,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kw-GB,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kw-GB,,asknot-ng,0.1
226,5,15,206,0,0,206,15,MESSAGE,cs,12/04/17 15:28 by zdenek,asknot-ng,0.1
967,14,59,894,0,0,894,59,WORD,cs,12/04/17 15:28 by zdenek,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,da,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,da,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,nl,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,nl,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,en-GB,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,en-GB,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,eo,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,eo,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,et,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,et,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,fi,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,fi,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,fr,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,fr,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,gl,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,gl,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ka,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ka,,asknot-ng,0.1
226,24,28,174,0,0,174,28,MESSAGE,de,17/07/15 11:38 by emc,asknot-ng,0.1
967,108,151,708,0,0,708,151,WORD,de,17/07/15 11:38 by emc,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,el,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,el,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,gu,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,gu,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,he,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,he,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,hi,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,hi,,asknot-ng,0.1
226,118,0,108,0,0,108,0,MESSAGE,hu,19/07/15 16:01 by kardiweb,asknot-ng,0.1
967,609,0,358,0,0,358,0,WORD,hu,19/07/15 16:01 by kardiweb,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,is,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,is,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,id,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,id,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ia,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ia,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,it,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,it,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ja,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ja,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kn,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kn,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kk,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kk,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,km,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,km,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ky,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ky,,asknot-ng,0.1
226,112,0,114,0,0,114,0,MESSAGE,ko,29/10/15 22:59 by sewerx,asknot-ng,0.1
967,509,0,458,0,0,458,0,WORD,ko,29/10/15 22:59 by sewerx,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,lt,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,lt,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,nds,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,nds,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,mk,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,mk,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,mai,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,mai,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ms,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ms,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ml,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ml,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,mr,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,mr,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,mn,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,mn,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ne,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ne,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,nb,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,nb,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,nn,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,nn,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,or,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,or,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,pa,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,pa,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,fa,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,fa,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,pl,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,pl,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,pt,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,pt,,asknot-ng,0.1
226,127,19,80,0,0,80,19,MESSAGE,pt-BR,31/03/19 19:12 by viniaiala,asknot-ng,0.1
967,623,80,264,0,0,264,80,WORD,pt-BR,31/03/19 19:12 by viniaiala,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ro,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ro,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ru,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ru,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,sr,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,sr,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,sr@latin,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,sr@latin,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,si,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,si,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,sk,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,sk,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,sl,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,sl,,asknot-ng,0.1
226,0,0,226,0,0,226,0,MESSAGE,es,24/11/17 11:32 by lonemadmax,asknot-ng,0.1
967,0,0,967,0,0,967,0,WORD,es,24/11/17 11:32 by lonemadmax,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,sv,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,sv,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,tg,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,tg,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ta,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ta,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,te,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,te,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,bo,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,bo,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,tr,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,tr,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,uk,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,uk,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ur,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ur,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,wba,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,wba,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,cy,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,cy,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,lv,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,lv,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kw@uccor,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kw@uccor,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kw@kkcor,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kw@kkcor,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,af,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,af,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,am,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,am,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,be,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,be,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,hr,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,hr,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,de-CH,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,de-CH,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,th,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,th,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,vi,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,vi,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,zu,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,zu,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ilo,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ilo,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,nso,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,nso,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,tw,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,tw,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,yo,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,yo,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,anp,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,anp,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,ga,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,ga,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,my,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,my,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,fur,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,fur,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,fil,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,fil,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,gd,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,gd,,asknot-ng,0.1
226,226,0,0,0,0,0,0,MESSAGE,kdt,,asknot-ng,0.1
967,967,0,0,0,0,0,0,WORD,kdt,,asknot-ng,0.1
4561,4561,0,0,0,0,0,0,MESSAGE,sq,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,sq,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ar,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ar,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,as,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,as,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ast,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ast,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,bal,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,bal,,freeipa,ipa-4-7
4561,4393,0,168,0,0,168,0,MESSAGE,eu,05/01/15 01:08,freeipa,ipa-4-7
56705,56318,0,387,0,0,387,0,WORD,eu,05/01/15 01:08,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,bn,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,bn,,freeipa,ipa-4-7
4561,4552,0,9,0,0,9,0,MESSAGE,bn-IN,05/01/15 01:08,freeipa,ipa-4-7
56705,56666,0,39,0,0,39,0,WORD,bn-IN,05/01/15 01:08,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,brx,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,brx,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,bs,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,bs,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,br,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,br,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,bg,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,bg,,freeipa,ipa-4-7
4561,4380,0,181,0,0,181,0,MESSAGE,ca,24/02/18 10:59 by rbuj,freeipa,ipa-4-7
56705,56459,0,246,0,0,246,0,WORD,ca,24/02/18 10:59 by rbuj,freeipa,ipa-4-7
4561,997,34,3530,0,0,3530,34,MESSAGE,zh-CN,12/07/17 04:11 by pvomacka,freeipa,ipa-4-7
56705,37308,204,19193,0,0,19193,204,WORD,zh-CN,12/07/17 04:11 by pvomacka,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,zh-HK,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,zh-HK,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,zh-TW,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,zh-TW,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,kw,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,kw,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,kw-GB,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,kw-GB,,freeipa,ipa-4-7
4561,4398,0,163,0,0,163,0,MESSAGE,cs,04/09/17 03:01 by zdenek,freeipa,ipa-4-7
56705,56396,0,309,0,0,309,0,WORD,cs,04/09/17 03:01 by zdenek,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,da,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,da,,freeipa,ipa-4-7
4561,4560,0,1,0,0,1,0,MESSAGE,nl,14/06/16 13:12 by mbasti,freeipa,ipa-4-7
56705,56701,0,4,0,0,4,0,WORD,nl,14/06/16 13:12 by mbasti,freeipa,ipa-4-7
4561,4552,0,9,0,0,9,0,MESSAGE,en-GB,14/01/18 20:25 by andibing,freeipa,ipa-4-7
56705,56655,0,50,0,0,50,0,WORD,en-GB,14/01/18 20:25 by andibing,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,eo,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,eo,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,et,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,et,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,fi,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,fi,,freeipa,ipa-4-7
4561,995,0,3566,0,0,3566,0,MESSAGE,fr,12/07/17 04:16 by pvomacka,freeipa,ipa-4-7
56705,27890,0,28815,0,0,28815,0,WORD,fr,12/07/17 04:16 by pvomacka,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,gl,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,gl,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ka,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ka,,freeipa,ipa-4-7
4561,3210,0,1351,0,0,1351,0,MESSAGE,de,20/04/18 07:50 by pritter,freeipa,ipa-4-7
56705,51023,0,5682,0,0,5682,0,WORD,de,20/04/18 07:50 by pritter,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,el,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,el,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,gu,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,gu,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,he,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,he,,freeipa,ipa-4-7
4561,4542,0,19,0,0,19,0,MESSAGE,hi,05/01/15 01:10,freeipa,ipa-4-7
56705,56610,0,95,0,0,95,0,WORD,hi,05/01/15 01:10,freeipa,ipa-4-7
4561,4515,0,46,0,0,46,0,MESSAGE,hu,05/01/15 01:10,freeipa,ipa-4-7
56705,56562,0,143,0,0,143,0,WORD,hu,05/01/15 01:10,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,is,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,is,,freeipa,ipa-4-7
4561,4495,0,66,0,0,66,0,MESSAGE,id,05/01/15 01:10,freeipa,ipa-4-7
56705,56348,0,357,0,0,357,0,WORD,id,05/01/15 01:10,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ia,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ia,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,it,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,it,,freeipa,ipa-4-7
4561,4425,0,136,0,0,136,0,MESSAGE,ja,05/01/15 01:10,freeipa,ipa-4-7
56705,56266,0,439,0,0,439,0,WORD,ja,05/01/15 01:10,freeipa,ipa-4-7
4561,4351,0,210,0,0,210,0,MESSAGE,kn,05/01/15 01:10,freeipa,ipa-4-7
56705,55944,0,761,0,0,761,0,WORD,kn,05/01/15 01:10,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,kk,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,kk,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,km,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,km,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ky,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ky,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ko,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ko,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,lt,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,lt,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,nds,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,nds,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,mk,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,mk,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,mai,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,mai,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ms,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ms,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ml,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ml,,freeipa,ipa-4-7
4561,4537,0,24,0,0,24,0,MESSAGE,mr,04/12/15 03:55 by akasurde,freeipa,ipa-4-7
56705,56589,0,116,0,0,116,0,WORD,mr,04/12/15 03:55 by akasurde,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,mn,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,mn,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,ne,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,ne,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,nb,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,nb,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,nn,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,nn,,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,or,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,or,,freeipa,ipa-4-7
4561,4544,0,17,0,0,17,0,MESSAGE,pa,12/05/17 22:50 by aalam,freeipa,ipa-4-7
56705,56641,0,64,0,0,64,0,WORD,pa,12/05/17 22:50 by aalam,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,fa,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,fa,,freeipa,ipa-4-7
4561,4109,0,452,0,0,452,0,MESSAGE,pl,14/09/16 16:58 by piotrdrag,freeipa,ipa-4-7
56705,54844,0,1861,0,0,1861,0,WORD,pl,14/09/16 16:58 by piotrdrag,freeipa,ipa-4-7
4561,4561,0,0,0,0,0,0,MESSAGE,pt,,freeipa,ipa-4-7
56705,56705,0,0,0,0,0,0,WORD,pt,,freeipa,ipa-4-7
4561,4549,0,12,0,0,12,0,MESSAGE,pt-BR,28/10/15 14:46 by ouesten,freeipa,ipa-4-7
