total,untranslated,needReview,translated,approved,rejected,translatedOnly,fuzzy,unit,locale,lastTranslated,project,version/iteration
3171,3171,0,0,0,0,0,0,WORD,hu,,mypads,development
378,6,0,372,0,0,372,0,MESSAGE,es,08/10/18 08:19 by framasky,mypads,development
3171,151,0,3020,0,0,3020,0,WORD,es,08/10/18 08:19 by framasky,mypads,development
378,378,0,0,0,0,0,0,MESSAGE,nl,,mypads,development
3171,3171,0,0,0,0,0,0,WORD,nl,,mypads,development
378,0,0,378,0,0,378,0,MESSAGE,de,26/11/18 17:04 by ukcb,mypads,development
3171,0,0,3171,0,0,3171,0,WORD,de,26/11/18 17:04 by ukcb,mypads,development
378,378,0,0,0,0,0,0,MESSAGE,oc,,mypads,development
3171,3171,0,0,0,0,0,0,WORD,oc,,mypads,development
66,66,0,0,0,0,0,0,MESSAGE,bg,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,bg,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,lt,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,lt,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,hr,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,hr,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,lv,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,lv,,slidewalker,master
66,58,0,8,0,0,8,0,MESSAGE,fr,26/03/18 07:36 by framasky,slidewalker,master
354,341,0,13,0,0,13,0,WORD,fr,26/03/18 07:36 by framasky,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,hu,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,hu,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,br,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,br,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,bs,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,bs,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,oc,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,oc,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,uk,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,uk,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,sk,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,sk,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,gd,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,gd,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,ca,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,ca,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,sq,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,sq,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,sr,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,sr,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,sv,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,sv,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,el,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,el,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,mt,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,mt,,slidewalker,master
66,0,0,66,65,0,1,0,MESSAGE,en,26/03/18 07:35 by framasky,slidewalker,master
354,0,0,354,343,0,11,0,WORD,en,26/03/18 07:35 by framasky,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,is,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,is,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,it,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,it,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,es,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,es,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,cs,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,cs,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,ar,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,ar,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,nb,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,nb,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,lb,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,lb,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,ja,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,ja,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,rm,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,rm,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,pl,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,pl,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,ro,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,ro,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,da,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,da,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,nl,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,nl,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,fr-FR,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,fr-FR,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,tr,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,tr,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,nn,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,nn,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,en-US,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,en-US,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,de,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,de,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,ru,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,ru,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,be,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,be,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,fi,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,fi,,slidewalker,master
66,66,0,0,0,0,0,0,MESSAGE,pt,,slidewalker,master
354,354,0,0,0,0,0,0,WORD,pt,,slidewalker,master
139,139,0,0,0,0,0,0,MESSAGE,bg,,lutim,development
883,883,0,0,0,0,0,0,WORD,bg,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,lt,,lutim,development
883,883,0,0,0,0,0,0,WORD,lt,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,hr,,lutim,development
883,883,0,0,0,0,0,0,WORD,hr,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,lv,,lutim,development
883,883,0,0,0,0,0,0,WORD,lv,,lutim,development
139,0,0,139,139,0,0,0,MESSAGE,fr,,lutim,development
883,0,0,883,883,0,0,0,WORD,fr,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,hu,,lutim,development
883,883,0,0,0,0,0,0,WORD,hu,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,br,,lutim,development
883,883,0,0,0,0,0,0,WORD,br,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,bs,,lutim,development
883,883,0,0,0,0,0,0,WORD,bs,,lutim,development
139,0,0,139,122,0,17,0,MESSAGE,oc,13/05/19 08:46 by framasky,lutim,development
883,0,0,883,804,0,79,0,WORD,oc,13/05/19 08:46 by framasky,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,uk,,lutim,development
883,883,0,0,0,0,0,0,WORD,uk,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,sk,,lutim,development
883,883,0,0,0,0,0,0,WORD,sk,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,gd,,lutim,development
883,883,0,0,0,0,0,0,WORD,gd,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,ca,,lutim,development
883,883,0,0,0,0,0,0,WORD,ca,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,sq,,lutim,development
883,883,0,0,0,0,0,0,WORD,sq,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,sr,,lutim,development
883,883,0,0,0,0,0,0,WORD,sr,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,sv,,lutim,development
883,883,0,0,0,0,0,0,WORD,sv,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,el,,lutim,development
883,883,0,0,0,0,0,0,WORD,el,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,mt,,lutim,development
883,883,0,0,0,0,0,0,WORD,mt,,lutim,development
139,0,0,139,139,0,0,0,MESSAGE,en,,lutim,development
883,0,0,883,883,0,0,0,WORD,en,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,is,,lutim,development
883,883,0,0,0,0,0,0,WORD,is,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,it,,lutim,development
883,883,0,0,0,0,0,0,WORD,it,,lutim,development
139,39,0,100,93,0,7,0,MESSAGE,es,13/05/19 08:47 by framasky,lutim,development
883,181,0,702,693,0,9,0,WORD,es,13/05/19 08:47 by framasky,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,cs,,lutim,development
883,883,0,0,0,0,0,0,WORD,cs,,lutim,development
139,45,0,94,53,0,41,0,MESSAGE,ar,14/09/18 14:01 by butterflyoffire,lutim,development
883,487,0,396,271,0,125,0,WORD,ar,14/09/18 14:01 by butterflyoffire,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,nb,,lutim,development
883,883,0,0,0,0,0,0,WORD,nb,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,lb,,lutim,development
883,883,0,0,0,0,0,0,WORD,lb,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,rm,,lutim,development
883,883,0,0,0,0,0,0,WORD,rm,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,pl,,lutim,development
883,883,0,0,0,0,0,0,WORD,pl,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,ro,,lutim,development
883,883,0,0,0,0,0,0,WORD,ro,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,da,,lutim,development
883,883,0,0,0,0,0,0,WORD,da,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,nl,,lutim,development
883,883,0,0,0,0,0,0,WORD,nl,,lutim,development
139,0,1,138,138,0,0,1,MESSAGE,fr-FR,17/05/19 08:43 by framasky,lutim,development
883,0,2,881,881,0,0,2,WORD,fr-FR,17/05/19 08:43 by framasky,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,tr,,lutim,development
883,883,0,0,0,0,0,0,WORD,tr,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,nn,,lutim,development
883,883,0,0,0,0,0,0,WORD,nn,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,en-US,,lutim,development
883,883,0,0,0,0,0,0,WORD,en-US,,lutim,development
139,14,2,123,92,0,31,2,MESSAGE,de,13/05/19 08:47 by framasky,lutim,development
883,72,18,793,686,0,107,18,WORD,de,13/05/19 08:47 by framasky,lutim,development
139,17,0,122,0,0,122,0,MESSAGE,ru,13/05/19 08:46 by framasky,lutim,development
883,61,0,822,0,0,822,0,WORD,ru,13/05/19 08:46 by framasky,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,be,,lutim,development
883,883,0,0,0,0,0,0,WORD,be,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,fi,,lutim,development
883,883,0,0,0,0,0,0,WORD,fi,,lutim,development
139,139,0,0,0,0,0,0,MESSAGE,pt,,lutim,development
883,883,0,0,0,0,0,0,WORD,pt,,lutim,development
0,0,0,0,0,0,0,0,MESSAGE,en,,salt,framaforms
0,0,0,0,0,0,0,0,WORD,en,,salt,framaforms
0,0,0,0,0,0,0,0,MESSAGE,it,,salt,framaforms
0,0,0,0,0,0,0,0,WORD,it,,salt,framaforms
0,0,0,0,0,0,0,0,MESSAGE,fr,,salt,framaforms
0,0,0,0,0,0,0,0,WORD,fr,,salt,framaforms
0,0,0,0,0,0,0,0,MESSAGE,nl,,salt,framaforms
0,0,0,0,0,0,0,0,WORD,nl,,salt,framaforms
0,0,0,0,0,0,0,0,MESSAGE,de,,salt,framaforms
0,0,0,0,0,0,0,0,WORD,de,,salt,framaforms
0,0,0,0,0,0,0,0,MESSAGE,oc,,salt,framaforms
0,0,0,0,0,0,0,0,WORD,oc,,salt,framaforms
913,913,0,0,0,0,0,0,MESSAGE,shi-Tfng,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,shi-Tfng,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sl-SI,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sl-SI,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bn-BD,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bn-BD,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,zgh-MA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,zgh-MA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pt-MZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pt-MZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-GN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-GN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-GP,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-GP,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sah,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sah,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-PH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-PH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ak-GH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ak-GH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-PG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-PG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-GQ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-GQ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,qu-PE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,qu-PE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nnh-CM,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nnh-CM,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,pt-MO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,pt-MO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-PK,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-PK,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-PN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-PN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kn-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kn-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sr-Cyrl-XK,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sr-Cyrl-XK,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,lo-LA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,lo-LA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,saq,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,saq,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-PR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-PR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,so-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,so-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-SD,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-SD,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,zh-Hans-MO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,zh-Hans-MO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,de-DE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,de-DE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-PW,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-PW,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-SA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-SA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,es-AR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,es-AR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sg-CF,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sg-CF,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ru-RU,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ru-RU,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ksb,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ksb,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ur-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ur-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-SY,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-SY,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-SO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-SO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bas-CM,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bas-CM,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ksf,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ksf,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-HT,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-HT,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ksh,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ksh,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ms-BN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ms-BN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-SS,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-SS,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sbp,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sbp,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,nyn,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,nyn,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MO,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MO,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,luo,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,luo,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,vun-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,vun-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sw-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sw-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MP,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MP,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,az-Cyrl-AZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,az-Cyrl-AZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MS,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MS,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,wae-CH,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,wae-CH,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fil,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fil,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,hi-IN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,hi-IN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MU,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MU,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,yo-BJ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,yo-BJ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MT,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MT,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MW,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MW,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-MY,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-MY,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,luy,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,luy,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sr-Latn-BA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sr-Latn-BA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-TD,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-TD,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ky-KG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ky-KG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,bas,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,bas,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NF,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NF,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,teo,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,teo,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar-TN,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar-TN,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NL,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NL,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,sw-UG,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,sw-UG,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,af,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,af,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,zh-Hant-HK,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,zh-Hant-HK,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,vai-Vaii,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,vai-Vaii,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,yav-CM,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,yav-CM,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ak,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ak,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,am,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,am,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,cy-GB,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,cy-GB,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NU,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NU,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-GA,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-GA,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,kab-DZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,kab-DZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,en-NZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,en-NZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-GF,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-GF,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ar,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ar,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,ksb-TZ,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,ksb-TZ,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,as,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,as,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,az,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,az,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,dav-KE,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,dav-KE,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,fr-FR,,paywall-subtitles,subtitles
9701,9701,0,0,0,0,0,0,WORD,fr-FR,,paywall-subtitles,subtitles
913,913,0,0,0,0,0,0,MESSAGE,be,,paywall-subtitles,subtitles
